caseId,receivedDate,caseStatus
YSC1790000546,09/30/2016,Case Was Received
YSC1790000547,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000548,12/02/2016,New Card Is Being Produced
YSC1790000549,09/30/2016,Case Was Received
YSC1790000550,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000551,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000552,11/01/2016,New Card Is Being Produced
YSC1790000553,09/30/2016,Case Was Received
YSC1790000554,11/22/2016,Card Was Mailed To Me
YSC1790000555,11/21/2016,Card Was Mailed To Me
YSC1790000556,11/22/2016,Card Was Mailed To Me
YSC1790000557,11/21/2016,Card Was Mailed To Me
YSC1790000558,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000559,11/21/2016,Card Was Mailed To Me
YSC1790000560,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000561,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000562,09/30/2016,Case Was Received
YSC1790000563,09/30/2016,Case Was Received
YSC1790000564,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000565,09/30/2016,Case Was Received
YSC1790000566,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000567,09/30/2016,Case Was Received
YSC1790000568,11/22/2016,Card Was Mailed To Me
YSC1790000569,11/22/2016,Card Was Mailed To Me
YSC1790000570,11/21/2016,Card Was Mailed To Me
YSC1790000571,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000572,11/22/2016,Card Was Mailed To Me
YSC1790000573,10/03/2016,Case Was Received
YSC1790000574,10/03/2016,Case Was Received
YSC1790000575,10/03/2016,Case Was Received
YSC1790000576,10/03/2016,Case Was Received
YSC1790000577,10/24/2016,Correspondence Was Received And USCIS Is Reviewing It
YSC1790000578,10/03/2016,Case Was Received
YSC1790000579,10/03/2016,Case Was Received
YSC1790000580,10/03/2016,Case Was Received
YSC1790000581,10/03/2016,Case Was Received
YSC1790000582,10/03/2016,Case Was Received
YSC1790000583,10/03/2016,Case Was Received
YSC1790000584,10/03/2016,Case Was Received
YSC1790000585,10/03/2016,Case Was Received
YSC1790000586,10/03/2016,Case Was Received
YSC1790000587,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000588,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000589,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000590,11/23/2016,Card Was Mailed To Me
YSC1790000591,11/18/2016,Card Was Delivered To Me By The Post Office
YSC1790000592,10/03/2016,Case Was Received
YSC1790000593,10/03/2016,Case Was Received
YSC1790000594,10/03/2016,Case Was Received
YSC1790000595,10/03/2016,Case Was Received
YSC1790000596,10/03/2016,Case Was Received
YSC1790000597,10/03/2016,Case Was Received
YSC1790000598,10/03/2016,Case Was Received
YSC1790000599,10/03/2016,Case Was Received
YSC1790000600,10/03/2016,Case Was Received
YSC1790000601,10/03/2016,Case Was Received
YSC1790000602,10/03/2016,Case Was Received
YSC1790000603,10/03/2016,Case Was Received
YSC1790000604,10/03/2016,Case Was Received
YSC1790000605,10/03/2016,Case Was Received
YSC1790000606,10/03/2016,Case Was Received
YSC1790000607,10/03/2016,Case Was Received
YSC1790000608,10/03/2016,Case Was Received
YSC1790000609,10/03/2016,Case Was Received
YSC1790000610,10/03/2016,Case Was Received
YSC1790000611,10/03/2016,Case Was Received
YSC1790000612,10/03/2016,Case Was Received
YSC1790000613,10/03/2016,Case Was Received
YSC1790000614,10/03/2016,Case Was Received
YSC1790000615,10/03/2016,Case Was Received
YSC1790000616,10/03/2016,Case Was Received
YSC1790000617,10/03/2016,Case Was Received
YSC1790000618,10/03/2016,Case Was Received
YSC1790000619,10/03/2016,Case Was Received
YSC1790000620,10/03/2016,Case Was Received
YSC1790000621,10/03/2016,Case Was Received
YSC1790000622,10/03/2016,Case Was Received
YSC1790000623,10/03/2016,Case Was Received
YSC1790000624,10/03/2016,Case Was Received
YSC1790000625,10/03/2016,Case Was Received
YSC1790000626,10/03/2016,Case Was Received
YSC1790000627,10/03/2016,Case Was Received
YSC1790000628,10/03/2016,Case Was Received
YSC1790000629,10/03/2016,Case Was Received
YSC1790000630,10/03/2016,Case Was Received
YSC1790000631,10/03/2016,Case Was Received
YSC1790000632,10/03/2016,Case Was Received
YSC1790000633,10/03/2016,Case Was Received
YSC1790000634,10/03/2016,Case Was Received
YSC1790000635,10/03/2016,Case Was Received
YSC1790000636,10/03/2016,Case Was Received
YSC1790000637,10/03/2016,Case Was Received
YSC1790000638,10/03/2016,Case Was Received
YSC1790000639,09/30/2016,Case Was Received
YSC1790000640,09/30/2016,Case Was Received
YSC1790000641,10/03/2016,Case Was Received
YSC1790000642,10/03/2016,Case Was Received
YSC1790000643,10/03/2016,Case Was Received
YSC1790000644,10/03/2016,Case Was Received
YSC1790000645,10/03/2016,Case Was Received
YSC1790000646,10/03/2016,Case Was Received
YSC1790000647,10/03/2016,Case Was Received
YSC1790000648,10/03/2016,Case Was Received
YSC1790000649,10/03/2016,Case Was Received
YSC1790000650,10/03/2016,Case Was Received
YSC1790000651,10/03/2016,Case Was Received
YSC1790000652,10/03/2016,Case Was Received
YSC1790000653,10/03/2016,Case Was Received
YSC1790000654,10/03/2016,Case Was Received
YSC1790000655,10/03/2016,Case Was Received
YSC1790000656,10/03/2016,Case Was Received
YSC1790000657,10/03/2016,Case Was Received
YSC1790000658,09/30/2016,Case Was Received
YSC1790000659,09/30/2016,Case Was Received
YSC1790000660,09/30/2016,Case Was Received
YSC1790000661,09/30/2016,Case Was Received
YSC1790000662,09/30/2016,Case Was Received
YSC1790000663,09/30/2016,Case Was Received
YSC1790000664,09/30/2016,Case Was Received
YSC1790000665,09/30/2016,Case Was Received
YSC1790000666,09/30/2016,Case Was Received
YSC1790000667,09/30/2016,Case Was Received
YSC1790000668,09/30/2016,Case Was Received
YSC1790000669,09/30/2016,Case Was Received
YSC1790000670,09/30/2016,Case Was Received
YSC1790000671,09/30/2016,Case Was Received
YSC1790000672,09/30/2016,Case Was Received
YSC1790000673,09/30/2016,Case Was Received
YSC1790000674,09/30/2016,Case Was Received
YSC1790000675,09/30/2016,Case Was Received
YSC1790000676,09/30/2016,Case Was Received
YSC1790000677,09/30/2016,Case Was Received
YSC1790000678,09/30/2016,Case Was Received
YSC1790000679,09/30/2016,Case Was Received
YSC1790000680,09/30/2016,Case Was Received
YSC1790000681,09/30/2016,Case Was Received
YSC1790000682,09/30/2016,Case Was Received
YSC1790000683,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000684,09/29/2016,Case Was Received
YSC1790000685,11/22/2016,Card Was Mailed To Me
YSC1790000686,09/30/2016,Case Was Received
YSC1790000687,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000688,10/03/2016,Case Was Rejected Because I Did Not Sign My Form
YSC1790000689,10/03/2016,Case Was Received
YSC1790000690,10/03/2016,Case Was Received
YSC1790000691,10/27/2016,Notice Was Returned To USCIS Because The Post Office Could Not Deliver It
YSC1790000692,10/03/2016,Case Was Received
YSC1790000693,10/03/2016,Case Was Received
YSC1790000694,10/03/2016,Case Was Received
YSC1790000695,10/03/2016,Case Was Received
YSC1790000696,10/03/2016,Case Was Received
YSC1790000697,10/03/2016,Case Was Received
YSC1790000698,10/03/2016,Case Was Received
YSC1790000699,10/03/2016,Case Was Received
YSC1790000700,10/03/2016,Case Was Received
YSC1790000701,10/03/2016,Case Was Received
YSC1790000702,10/03/2016,Case Was Received
YSC1790000703,10/03/2016,Case Rejected For Form Not Signed And Incorrect Form Version
YSC1790000704,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000705,11/21/2016,Card Was Mailed To Me
YSC1790000706,11/29/2016,Decision Notice Mailed
YSC1790000707,11/22/2016,Card Was Mailed To Me
YSC1790000708,09/30/2016,Case Was Received
YSC1790000709,11/22/2016,Card Was Mailed To Me
YSC1790000710,09/30/2016,Case Was Received
YSC1790000711,09/30/2016,Case Was Received
YSC1790000712,11/18/2016,Card Was Delivered To Me By The Post Office
YSC1790000713,11/23/2016,Card Was Mailed To Me
YSC1790000714,10/03/2016,Case Was Received
YSC1790000715,10/03/2016,Case Was Received
YSC1790000716,10/03/2016,Case Was Received
YSC1790000717,10/03/2016,Case Was Received
YSC1790000718,10/03/2016,Case Was Received
YSC1790000719,10/03/2016,Case Was Received
YSC1790000720,10/03/2016,Case Was Received
YSC1790000721,10/03/2016,Case Was Received
YSC1790000722,10/03/2016,Case Was Received
YSC1790000723,10/03/2016,Case Was Received
YSC1790000724,10/03/2016,Case Was Received
YSC1790000725,10/03/2016,Case Was Received
YSC1790000726,10/03/2016,Case Was Received
YSC1790000727,10/03/2016,Case Was Received
YSC1790000728,10/03/2016,Case Was Received
YSC1790000729,10/03/2016,Case Was Received
YSC1790000730,10/03/2016,Case Was Received
YSC1790000731,10/03/2016,Case Was Received
YSC1790000732,10/03/2016,Case Was Received
YSC1790000733,10/03/2016,Case Was Received
YSC1790000734,10/03/2016,Case Was Received
YSC1790000735,10/03/2016,Case Was Received
YSC1790000736,10/03/2016,Case Was Received
YSC1790000737,10/03/2016,Case Was Received
YSC1790000738,10/03/2016,Case Was Received
YSC1790000739,10/03/2016,Case Was Received
YSC1790000740,10/03/2016,Case Was Received
YSC1790000741,11/23/2016,Card Was Mailed To Me
YSC1790000742,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000743,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000744,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000745,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000746,11/21/2016,Card Was Mailed To Me
YSC1790000747,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000748,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000749,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000750,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000751,11/23/2016,Card Was Mailed To Me
YSC1790000752,11/23/2016,Card Was Mailed To Me
YSC1790000753,11/22/2016,Card Was Mailed To Me
YSC1790000754,11/23/2016,Card Was Mailed To Me
YSC1790000755,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000756,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000757,11/21/2016,Card Was Mailed To Me
YSC1790000758,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000759,11/22/2016,Card Was Mailed To Me
YSC1790000760,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000761,11/22/2016,Card Was Mailed To Me
YSC1790000762,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000763,11/21/2016,Card Was Mailed To Me
YSC1790000764,11/22/2016,Card Was Mailed To Me
YSC1790000765,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000766,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000767,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000768,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000769,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000770,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000771,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000772,12/02/2016,Card Was Mailed To Me
YSC1790000773,11/22/2016,Card Was Mailed To Me
YSC1790000774,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000775,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000776,11/30/2016,Card Was Determined As Undeliverable By The Post Office
YSC1790000777,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000778,11/23/2016,Card Was Mailed To Me
YSC1790000779,11/22/2016,Card Was Mailed To Me
YSC1790000780,11/22/2016,Card Was Mailed To Me
YSC1790000781,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000782,09/30/2016,Case Was Received
YSC1790000783,11/30/2016,New Card Is Being Produced
YSC1790000784,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000785,11/23/2016,Card Was Mailed To Me
YSC1790000786,12/03/2016,Card Was Delivered To Me By The Post Office
YSC1790000787,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000788,09/30/2016,Case Was Received
YSC1790000789,11/22/2016,Card Was Mailed To Me
YSC1790000790,11/23/2016,Decision Notice Mailed
YSC1790000791,11/23/2016,Decision Notice Mailed
YSC1790000792,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000793,09/30/2016,Case Was Received
YSC1790000794,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000795,11/23/2016,Card Was Mailed To Me
YSC1790000796,11/21/2016,Card Was Mailed To Me
YSC1790000797,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000798,11/22/2016,Card Was Mailed To Me
YSC1790000799,11/22/2016,Card Was Mailed To Me
YSC1790000800,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000801,11/22/2016,Card Was Mailed To Me
YSC1790000802,09/30/2016,Case Was Received
YSC1790000803,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000804,11/23/2016,Card Was Mailed To Me
YSC1790000805,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000806,11/22/2016,Card Was Mailed To Me
YSC1790000807,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000808,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000809,11/22/2016,Card Was Mailed To Me
YSC1790000810,11/30/2016,Card Was Picked Up By The United States Postal Service
YSC1790000811,11/22/2016,Card Was Mailed To Me
YSC1790000812,11/23/2016,Card Was Mailed To Me
YSC1790000813,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000814,11/23/2016,Card Was Mailed To Me
YSC1790000815,09/30/2016,Case Was Received
YSC1790000816,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000817,11/22/2016,Card Was Mailed To Me
YSC1790000818,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000819,11/22/2016,Card Was Mailed To Me
YSC1790000820,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000821,11/22/2016,Card Was Mailed To Me
YSC1790000822,12/03/2016,Card Was Delivered To Me By The Post Office
YSC1790000823,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000824,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000825,09/30/2016,Case Was Received
YSC1790000826,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000827,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000828,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000829,09/30/2016,Case Was Received
YSC1790000830,12/02/2016,Card Was Mailed To Me
YSC1790000831,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000832,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000833,11/22/2016,Card Was Mailed To Me
YSC1790000834,09/30/2016,Case Was Received
YSC1790000835,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000836,11/22/2016,Card Was Mailed To Me
YSC1790000837,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000838,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000839,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000840,11/10/2016,Card Was Mailed To Me
YSC1790000841,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000842,09/30/2016,Case Was Received
YSC1790000843,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000844,12/02/2016,Card Was Delivered To Me By The Post Office
YSC1790000845,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000846,11/22/2016,Card Was Mailed To Me
YSC1790000847,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000848,09/30/2016,Case Was Received
YSC1790000849,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000850,11/14/2016,Card Was Mailed To Me
YSC1790000851,11/21/2016,Card Was Mailed To Me
YSC1790000852,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000853,12/01/2016,Response To USCIS' Request For Evidence Was Received
YSC1790000854,11/22/2016,Card Was Mailed To Me
YSC1790000855,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000856,11/29/2016,Response To USCIS' Request For Evidence Was Received
YSC1790000857,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000858,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000859,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000860,09/30/2016,Case Was Received
YSC1790000861,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000862,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000863,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000864,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000865,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000866,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000867,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000868,11/25/2016,Card Was Mailed To Me
YSC1790000869,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000870,09/30/2016,Case Was Received
YSC1790000871,11/28/2016,Card Was Mailed To Me
YSC1790000872,09/30/2016,Case Was Received
YSC1790000873,12/02/2016,New Card Is Being Produced
YSC1790000874,12/02/2016,New Card Is Being Produced
YSC1790000875,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000876,09/30/2016,Case Was Received
YSC1790000877,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000878,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000879,12/01/2016,New Card Is Being Produced
YSC1790000880,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000881,11/21/2016,Card Was Mailed To Me
YSC1790000882,11/22/2016,Card Was Mailed To Me
YSC1790000883,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000884,11/22/2016,Card Was Mailed To Me
YSC1790000885,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000886,11/22/2016,Card Was Mailed To Me
YSC1790000887,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000888,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000889,09/30/2016,Case Was Received
YSC1790000890,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000891,09/30/2016,Case Was Received
YSC1790000892,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000893,09/30/2016,Case Was Received
YSC1790000894,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000895,11/22/2016,Card Was Mailed To Me
YSC1790000896,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000897,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000898,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000899,11/22/2016,Card Was Mailed To Me
YSC1790000900,09/30/2016,Case Was Received
YSC1790000901,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000902,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000903,11/22/2016,Card Was Mailed To Me
YSC1790000904,11/21/2016,Card Was Mailed To Me
YSC1790000905,11/23/2016,Card Was Mailed To Me
YSC1790000906,11/15/2016,Card Was Mailed To Me
YSC1790000907,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000908,11/10/2016,Card Was Mailed To Me
YSC1790000909,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000910,11/18/2016,Card Was Delivered To Me By The Post Office
YSC1790000911,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000912,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000913,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000914,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000915,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000916,11/22/2016,Card Was Mailed To Me
YSC1790000917,11/22/2016,Card Was Mailed To Me
YSC1790000918,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000919,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000920,11/22/2016,Card Was Mailed To Me
YSC1790000921,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000922,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000923,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000924,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000925,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000926,11/22/2016,Card Was Mailed To Me
YSC1790000927,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000928,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000929,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000930,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000931,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000932,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000933,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000934,11/21/2016,Card Was Mailed To Me
YSC1790000935,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000936,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000937,09/30/2016,Case Was Received
YSC1790000938,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000939,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000940,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000941,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000942,11/22/2016,Card Was Mailed To Me
YSC1790000943,11/22/2016,Card Was Mailed To Me
YSC1790000944,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000945,11/21/2016,Card Was Mailed To Me
YSC1790000946,09/30/2016,Case Was Received
YSC1790000947,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000948,12/02/2016,New Card Is Being Produced
YSC1790000949,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000950,11/29/2016,Decision Notice Mailed
YSC1790000951,11/22/2016,Card Was Mailed To Me
YSC1790000952,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000953,11/23/2016,Card Was Mailed To Me
YSC1790000954,12/02/2016,Card Was Mailed To Me
YSC1790000955,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000956,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000957,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000958,11/22/2016,Card Was Mailed To Me
YSC1790000959,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000960,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000961,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000962,11/22/2016,Card Was Mailed To Me
YSC1790000963,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000964,09/30/2016,Case Was Received
YSC1790000965,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000966,09/30/2016,Case Was Received
YSC1790000967,09/30/2016,Case Was Received
YSC1790000968,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000969,12/02/2016,New Card Is Being Produced
YSC1790000970,11/21/2016,Card Was Mailed To Me
YSC1790000971,09/30/2016,Case Was Received
YSC1790000972,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000973,11/22/2016,Card Was Mailed To Me
YSC1790000974,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790000975,11/23/2016,Card Was Mailed To Me
YSC1790000976,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000977,11/22/2016,Card Was Mailed To Me
YSC1790000978,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000979,11/22/2016,Card Was Mailed To Me
YSC1790000980,11/23/2016,Card Was Mailed To Me
YSC1790000981,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000982,11/23/2016,Card Was Mailed To Me
YSC1790000983,11/21/2016,Card Was Mailed To Me
YSC1790000984,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790000985,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000986,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790000987,11/18/2016,Card Was Delivered To Me By The Post Office
YSC1790000988,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000989,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790000990,11/23/2016,Card Was Mailed To Me
YSC1790000991,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790000992,09/30/2016,Case Was Received
YSC1790000993,11/21/2016,Card Was Mailed To Me
YSC1790000994,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790000995,09/30/2016,Case Was Received
YSC1790000996,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790000997,12/01/2016,New Card Is Being Produced
YSC1790000998,11/21/2016,Card Was Mailed To Me
YSC1790000999,09/30/2016,Case Was Received
YSC1790001000,09/30/2016,Case Was Received
YSC1790001001,11/23/2016,Card Was Mailed To Me
YSC1790001002,09/30/2016,Case Was Received
YSC1790001003,10/19/2016,Notice Was Returned To USCIS Because The Post Office Could Not Deliver It
YSC1790001004,11/21/2016,Card Was Mailed To Me
YSC1790001005,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001006,11/10/2016,Card Was Mailed To Me
YSC1790001007,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001008,10/14/2016,Name Was Updated
YSC1790001009,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001010,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001011,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790001012,11/21/2016,Decision Notice Mailed
YSC1790001013,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001014,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001015,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001016,09/30/2016,Case Was Received
YSC1790001017,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001018,11/21/2016,Card Was Mailed To Me
YSC1790001019,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001020,12/02/2016,Card Was Mailed To Me
YSC1790001021,11/22/2016,Card Was Mailed To Me
YSC1790001022,11/23/2016,Card Was Mailed To Me
YSC1790001023,09/30/2016,Case Was Received
YSC1790001024,11/22/2016,Card Was Mailed To Me
YSC1790001025,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001026,12/03/2016,Card Was Delivered To Me By The Post Office
YSC1790001027,09/30/2016,Case Was Received
YSC1790001028,09/30/2016,Case Was Received
YSC1790001029,11/30/2016,Notice Was Returned To USCIS Because The Post Office Could Not Deliver It
YSC1790001030,09/30/2016,Case Was Received
YSC1790001031,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790001032,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001033,12/02/2016,Card Was Delivered To Me By The Post Office
YSC1790001034,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001035,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790001036,11/21/2016,Decision Notice Mailed
YSC1790001037,12/01/2016,Request for Initial Evidence Was Mailed
YSC1790001038,11/21/2016,Card Was Mailed To Me
YSC1790001039,11/26/2016,Card Was Delivered To Me By The Post Office
YSC1790001040,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001041,11/21/2016,Card Was Mailed To Me
YSC1790001042,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001043,11/22/2016,Card Was Mailed To Me
YSC1790001044,11/29/2016,Card Was Picked Up By The United States Postal Service
YSC1790001045,11/22/2016,Card Was Mailed To Me
YSC1790001046,09/30/2016,Case Was Received
YSC1790001047,09/30/2016,Case Was Received
YSC1790001048,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001049,09/30/2016,Case Was Received
YSC1790001050,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001051,11/22/2016,Card Was Mailed To Me
YSC1790001052,11/30/2016,New Card Is Being Produced
YSC1790001053,09/30/2016,Case Was Received
YSC1790001054,11/17/2016,Card Was Delivered To Me By The Post Office
